item_id,order_id,product_id,quantity,unit_price,return_flag
ITEM-00000067,ORD-0000025,PROD-00108,1,37.42,False
ITEM-00000068,ORD-0000025,PROD-00084,1,23.04,True
ITEM-00000069,ORD-0000025,PROD-00015,4,9.9,False
ITEM-00000070,ORD-0000026,PROD-00121,1,57.61,False
ITEM-00000071,ORD-0000026,PROD-00138,3,26.43,False
ITEM-00000072,ORD-0000027,PROD-00094,1,26.33,False
ITEM-00000073,ORD-0000028,PROD-00182,1,18.17,False
ITEM-00000074,ORD-0000029,PROD-00007,1,100.03,False
ITEM-00000075,ORD-0000030,PROD-00078,1,26.86,False
ITEM-00000076,ORD-0000031,PROD-00073,1,32.3,False
ITEM-00000077,ORD-0000031,PROD-00154,3,38.96,True
ITEM-00000078,ORD-0000031,PROD-00068,1,66.85,False
ITEM-00000079,ORD-0000032,PROD-00066,3,85.57,False
ITEM-00000080,ORD-0000032,PROD-00040,2,38.01,False
ITEM-00000081,ORD-0000032,PROD-00127,2,16.55,False
ITEM-00000082,ORD-0000032,PROD-00144,1,37.68,False
ITEM-00000083,ORD-0000032,PROD-00145,2,39.72,True
ITEM-00000084,ORD-0000033,PROD-00110,3,31.43,False
ITEM-00000085,ORD-0000033,PROD-00174,2,42.05,False
ITEM-00000086,ORD-0000033,PROD-00013,3,39.23,False
ITEM-00000087,ORD-0000033,PROD-00164,3,18.64,False
ITEM-00000088,ORD-0000033,PROD-00109,1,39.66,False
ITEM-00000089,ORD-0000034,PROD-00110,3,31.43,False
ITEM-00000090,ORD-0000035,PROD-00025,1,22.62,False
ITEM-00000091,ORD-0000035,PROD-00027,2,14.8,False
ITEM-00000092,ORD-0000035,PROD-00123,1,88.41,False
ITEM-00000093,ORD-0000035,PROD-00195,1,37.38,False
ITEM-00000094,ORD-0000036,PROD-00088,2,41.68,False
ITEM-00000095,ORD-0000037,PROD-00142,5,82.68,True
ITEM-00000096,ORD-0000037,PROD-00040,2,38.01,False
ITEM-00000097,ORD-0000037,PROD-00072,2,97.19,False
ITEM-00000098,ORD-0000038,PROD-00180,1,222.32,True
ITEM-00000099,ORD-0000038,PROD-00124,1,12.41,False
ITEM-00000100,ORD-0000038,PROD-00046,1,20.01,False
ITEM-00000101,ORD-0000039,PROD-00106,2,43.94,False
ITEM-00000102,ORD-0000039,PROD-00024,3,12.22,False
ITEM-00000103,ORD-0000039,PROD-00115,2,28.94,False
ITEM-00000104,ORD-0000039,PROD-00089,1,22.85,False
ITEM-00000105,ORD-0000039,PROD-00151,4,39.46,False
ITEM-00000106,ORD-0000040,PROD-00089,1,22.85,False
ITEM-00000107,ORD-0000040,PROD-00130,2,23.28,False
ITEM-00000108,ORD-0000040,PROD-00055,1,68.15,False
ITEM-00000109,ORD-0000040,PROD-00047,1,23.99,False
ITEM-00000110,ORD-0000040,PROD-00093,3,20.26,False
ITEM-00000111,ORD-0000041,PROD-00060,3,65.55,False
ITEM-00000112,ORD-0000041,PROD-00055,1,68.15,False
ITEM-00000113,ORD-0000041,PROD-00068,2,66.85,False
ITEM-00000114,ORD-0000041,PROD-00160,2,52.44,False
ITEM-00000115,ORD-0000042,PROD-00109,1,39.66,False
ITEM-00000116,ORD-0000042,PROD-00130,2,23.28,False
ITEM-00000117,ORD-0000043,PROD-00051,1,41.55,False
ITEM-00000118,ORD-0000043,PROD-00178,1,91.6,False
ITEM-00000119,ORD-0000043,PROD-00072,1,97.19,False
ITEM-00000120,ORD-0000044,PROD-00123,1,88.41,False
ITEM-00000121,ORD-0000044,PROD-00104,1,18.89,False
ITEM-00000122,ORD-0000044,PROD-00155,4,40.66,False
ITEM-00000123,ORD-0000045,PROD-00054,2,50.81,False
ITEM-00000124,ORD-0000046,PROD-00095,4,25.17,False
ITEM-00000125,ORD-0000046,PROD-00064,1,14.33,False
ITEM-00000126,ORD-0000046,PROD-00041,1,55.53,False
ITEM-00000127,ORD-0000047,PROD-00119,1,73.7,False
ITEM-00000128,ORD-0000048,PROD-00039,1,13.07,False
ITEM-00000129,ORD-0000048,PROD-00175,1,40.19,False
ITEM-00000130,ORD-0000048,PROD-00184,2,46.42,False
ITEM-00000131,ORD-0000049,PROD-00148,1,13.14,True
ITEM-00000132,ORD-0000049,PROD-00111,1,8.64,False
ITEM-00000133,ORD-0000049,PROD-00084,1,23.04,False
ITEM-00000134,ORD-0000049,PROD-00112,1,32.51,False
ITEM-00000135,ORD-0000050,PROD-00185,5,28.32,False
ITEM-00000136,ORD-0000050,PROD-00134,2,46.13,False
ITEM-00000137,ORD-0000050,PROD-00012,1,23.9,False
ITEM-00000138,ORD-0000051,PROD-00041,2,55.53,False
ITEM-00000139,ORD-0000051,PROD-00133,2,15.74,False
ITEM-00000140,ORD-0000051,PROD-00098,2,39.76,False
ITEM-00000141,ORD-0000051,PROD-00048,2,69.41,False
ITEM-00000142,ORD-0000051,PROD-00094,3,26.33,False
ITEM-00000143,ORD-0000052,PROD-00006,1,28.11,False
ITEM-00000144,ORD-0000052,PROD-00197,3,17.84,False
ITEM-00000145,ORD-0000052,PROD-00110,2,31.43,False
ITEM-00000146,ORD-0000052,PROD-00193,2,38.47,False
ITEM-00000147,ORD-0000053,PROD-00035,1,58.9,False
ITEM-00000148,ORD-0000053,PROD-00174,1,42.05,False
ITEM-00000149,ORD-0000053,PROD-00108,1,37.42,False
ITEM-00000150,ORD-0000053,PROD-00037,1,38.33,False
ITEM-00000151,ORD-0000053,PROD-00194,3,13.85,False
ITEM-00000152,ORD-0000054,PROD-00192,3,60.31,False
ITEM-00000153,ORD-0000054,PROD-00007,3,100.03,False
ITEM-00000154,ORD-0000054,PROD-00199,3,34.49,False
ITEM-00000155,ORD-0000054,PROD-00056,3,63.55,False
ITEM-00000156,ORD-0000055,PROD-00123,3,88.41,False
ITEM-00000157,ORD-0000055,PROD-00087,2,62.85,False
ITEM-00000158,ORD-0000055,PROD-00194,2,13.85,True
ITEM-00000159,ORD-0000055,PROD-00098,5,39.76,False
ITEM-00000160,ORD-0000056,PROD-00138,3,26.43,False
ITEM-00000161,ORD-0000056,PROD-00121,3,57.61,False
ITEM-00000162,ORD-0000056,PROD-00003,1,52.11,False
ITEM-00000163,ORD-0000056,PROD-00135,2,17.4,False
ITEM-00000164,ORD-0000056,PROD-00008,3,56.67,False
ITEM-00000165,ORD-0000057,PROD-00169,1,27.89,False
ITEM-00000166,ORD-0000057,PROD-00157,1,122.25,False
ITEM-00000167,ORD-0000058,PROD-00195,1,37.38,False
ITEM-00000168,ORD-0000058,PROD-00166,1,44.21,False
ITEM-00000169,ORD-0000059,PROD-00041,2,55.53,False
ITEM-00000170,ORD-0000060,PROD-00044,1,26.82,False
ITEM-00000171,ORD-0000060,PROD-00040,2,38.01,False
ITEM-00000172,ORD-0000061,PROD-00066,2,85.57,False
ITEM-00000173,ORD-0000061,PROD-00174,1,42.05,False
ITEM-00000174,ORD-0000061,PROD-00069,1,42.66,True
ITEM-00000175,ORD-0000061,PROD-00034,2,15.79,False
ITEM-00000176,ORD-0000062,PROD-00187,1,46.12,False
ITEM-00000177,ORD-0000063,PROD-00155,1,40.66,True
ITEM-00000178,ORD-0000063,PROD-00154,4,38.96,False
ITEM-00000179,ORD-0000064,PROD-00052,1,25.29,False
ITEM-00000180,ORD-0000064,PROD-00133,1,15.74,False
ITEM-00000181,ORD-0000064,PROD-00185,5,28.32,False
ITEM-00000182,ORD-0000064,PROD-00039,2,13.07,False
ITEM-00000183,ORD-0000064,PROD-00158,2,46.14,False
ITEM-00000184,ORD-0000065,PROD-00079,2,35.31,False
ITEM-00000185,ORD-0000066,PROD-00180,3,222.32,False
ITEM-00000186,ORD-0000066,PROD-00127,2,16.55,False
ITEM-00000187,ORD-0000066,PROD-00028,1,43.08,False
ITEM-00000188,ORD-0000067,PROD-00046,2,20.01,False
ITEM-00000189,ORD-0000067,PROD-00081,1,28.4,False
ITEM-00000190,ORD-0000067,PROD-00161,1,16.74,False
ITEM-00000191,ORD-0000067,PROD-00009,2,23.84,False
ITEM-00000192,ORD-0000068,PROD-00174,4,42.05,False
ITEM-00000193,ORD-0000069,PROD-00195,2,37.38,True
ITEM-00000194,ORD-0000069,PROD-00196,3,43.37,False
ITEM-00000195,ORD-0000069,PROD-00133,1,15.74,False
ITEM-00000196,ORD-0000069,PROD-00099,4,33.23,False
ITEM-00000197,ORD-0000069,PROD-00008,1,56.67,False
ITEM-00000198,ORD-0000070,PROD-00131,1,11.18,False
ITEM-00000199,ORD-0000070,PROD-00008,2,56.67,False
ITEM-00000200,ORD-0000070,PROD-00130,3,23.28,False
ITEM-00000201,ORD-0000070,PROD-00167,3,58.88,False
ITEM-00000202,ORD-0000071,PROD-00051,1,41.55,False
ITEM-00000203,ORD-0000072,PROD-00127,3,16.55,False
ITEM-00000204,ORD-0000072,PROD-00107,4,124.01,False
ITEM-00000205,ORD-0000072,PROD-00055,1,68.15,False
ITEM-00000206,ORD-0000072,PROD-00144,1,37.68,False
ITEM-00000207,ORD-0000073,PROD-00077,2,35.2,False
ITEM-00000208,ORD-0000073,PROD-00179,4,27.52,False
ITEM-00000209,ORD-0000073,PROD-00062,3,29.08,False
ITEM-00000210,ORD-0000073,PROD-00012,3,23.9,False
ITEM-00000211,ORD-0000073,PROD-00198,2,36.88,False
ITEM-00000212,ORD-0000074,PROD-00017,3,16.3,False
ITEM-00000213,ORD-0000075,PROD-00072,1,97.19,False
ITEM-00000214,ORD-0000075,PROD-00119,4,73.7,False
ITEM-00000215,ORD-0000075,PROD-00043,3,30.54,False
ITEM-00000216,ORD-0000075,PROD-00154,1,38.96,False
ITEM-00000217,ORD-0000076,PROD-00099,2,33.23,False
ITEM-00000218,ORD-0000076,PROD-00092,1,65.24,False
ITEM-00000219,ORD-0000077,PROD-00002,2,30.06,True
ITEM-00000220,ORD-0000077,PROD-00056,1,63.55,False
ITEM-00000221,ORD-0000077,PROD-00015,1,9.9,False
ITEM-00000222,ORD-0000077,PROD-00034,1,15.79,False
ITEM-00000223,ORD-0000078,PROD-00127,2,16.55,False
ITEM-00000224,ORD-0000078,PROD-00081,3,28.4,False
ITEM-00000225,ORD-0000079,PROD-00043,1,30.54,False
ITEM-00000226,ORD-0000079,PROD-00007,3,100.03,False
ITEM-00000227,ORD-0000079,PROD-00107,1,124.01,False
ITEM-00000228,ORD-0000079,PROD-00056,2,63.55,True
ITEM-00000229,ORD-0000079,PROD-00067,1,31.49,True
ITEM-00000230,ORD-0000080,PROD-00005,5,28.11,False
ITEM-00000231,ORD-0000081,PROD-00155,1,40.66,False
ITEM-00000232,ORD-0000081,PROD-00169,3,27.89,False
ITEM-00000233,ORD-0000081,PROD-00047,1,23.99,False
ITEM-00000234,ORD-0000081,PROD-00194,1,13.85,False
ITEM-00000235,ORD-0000082,PROD-00046,1,20.01,False
ITEM-00000236,ORD-0000083,PROD-00024,3,12.22,False
ITEM-00000237,ORD-0000083,PROD-00153,1,20.57,False
ITEM-00000238,ORD-0000083,PROD-00080,3,8.24,False
ITEM-00000239,ORD-0000083,PROD-00002,1,30.06,False
ITEM-00000240,ORD-0000083,PROD-00020,1,12.32,False
ITEM-00000241,ORD-0000084,PROD-00010,2,48.41,False
ITEM-00000242,ORD-0000084,PROD-00162,2,57.45,False
ITEM-00000243,ORD-0000085,PROD-00002,2,30.06,False
ITEM-00000244,ORD-0000085,PROD-00112,1,32.51,False
ITEM-00000245,ORD-0000085,PROD-00189,1,18.31,True
ITEM-00000246,ORD-0000085,PROD-00053,1,20.62,False
ITEM-00000247,ORD-0000085,PROD-00177,1,33.42,False
ITEM-00000248,ORD-0000086,PROD-00080,3,8.24,False
ITEM-00000249,ORD-0000087,PROD-00031,3,21.73,False
ITEM-00000250,ORD-0000087,PROD-00125,1,49.94,False
ITEM-00000251,ORD-0000087,PROD-00063,1,15.27,False
ITEM-00000252,ORD-0000087,PROD-00010,2,48.41,False
ITEM-00000253,ORD-0000088,PROD-00026,2,35.79,True
ITEM-00000254,ORD-0000088,PROD-00053,1,20.62,False
ITEM-00000255,ORD-0000088,PROD-00057,3,18.4,False
ITEM-00000256,ORD-0000089,PROD-00076,1,58.87,True
ITEM-00000257,ORD-0000089,PROD-00001,3,46.89,False
ITEM-00000258,ORD-0000090,PROD-00107,2,124.01,False
ITEM-00000259,ORD-0000090,PROD-00087,1,62.85,False
ITEM-00000260,ORD-0000090,PROD-00062,2,29.08,False
ITEM-00000261,ORD-0000090,PROD-00061,1,23.68,False
ITEM-00000262,ORD-0000091,PROD-00026,2,35.79,True
ITEM-00000263,ORD-0000091,PROD-00151,2,39.46,True
ITEM-00000264,ORD-0000091,PROD-00082,1,42.52,False
ITEM-00000265,ORD-0000091,PROD-00130,1,23.28,True
ITEM-00000266,ORD-0000091,PROD-00005,1,28.11,False
ITEM-00000267,ORD-0000092,PROD-00069,1,42.66,True
ITEM-00000268,ORD-0000093,PROD-00058,2,26.67,False
ITEM-00000269,ORD-0000094,PROD-00093,2,20.26,False
ITEM-00000270,ORD-0000094,PROD-00131,1,11.18,False
ITEM-00000271,ORD-0000094,PROD-00184,1,46.42,False
ITEM-00000272,ORD-0000095,PROD-00129,1,35.51,False
ITEM-00000273,ORD-0000096,PROD-00006,1,28.11,False
ITEM-00000274,ORD-0000096,PROD-00036,1,14.09,False
ITEM-00000275,ORD-0000096,PROD-00055,4,68.15,True
ITEM-00000276,ORD-0000096,PROD-00044,2,26.82,False
ITEM-00000277,ORD-0000096,PROD-00001,1,46.89,False
ITEM-00000278,ORD-0000097,PROD-00009,1,23.84,False
ITEM-00000279,ORD-0000097,PROD-00117,2,32.32,False
ITEM-00000280,ORD-0000097,PROD-00088,3,41.68,False
ITEM-00000281,ORD-0000098,PROD-00006,1,28.11,False
ITEM-00000282,ORD-0000098,PROD-00072,1,97.19,False
ITEM-00000283,ORD-0000098,PROD-00103,2,26.05,False
ITEM-00000284,ORD-0000099,PROD-00051,2,41.55,False
ITEM-00000285,ORD-0000099,PROD-00188,2,31.47,False
ITEM-00000286,ORD-0000099,PROD-00155,2,40.66,False
ITEM-00000287,ORD-0000100,PROD-00043,1,30.54,False
ITEM-00000288,ORD-0000100,PROD-00003,2,52.11,False
ITEM-00000289,ORD-0000100,PROD-00037,3,38.33,False
ITEM-00000290,ORD-0000100,PROD-00001,1,46.89,False
ITEM-00000291,ORD-0000101,PROD-00073,1,32.3,False
ITEM-00000292,ORD-0000101,PROD-00125,1,49.94,False
ITEM-00000293,ORD-0000102,PROD-00030,4,27.0,False
ITEM-00000294,ORD-0000102,PROD-00176,1,59.09,False
ITEM-00000295,ORD-0000102,PROD-00150,2,40.77,False
ITEM-00000296,ORD-0000102,PROD-00113,4,34.54,False
ITEM-00000297,ORD-0000103,PROD-00038,2,8.4,False
ITEM-00000298,ORD-0000104,PROD-00185,1,28.32,False
ITEM-00000299,ORD-0000104,PROD-00150,1,40.77,False
ITEM-00000300,ORD-0000104,PROD-00090,1,47.43,False
ITEM-00000301,ORD-0000104,PROD-00079,1,35.31,False
ITEM-00000302,ORD-0000105,PROD-00162,1,57.45,False
ITEM-00000303,ORD-0000105,PROD-00024,2,12.22,False
ITEM-00000304,ORD-0000105,PROD-00010,1,48.41,False
ITEM-00000305,ORD-0000105,PROD-00157,1,122.25,False
ITEM-00000306,ORD-0000106,PROD-00030,1,27.0,True
ITEM-00000307,ORD-0000106,PROD-00068,3,66.85,False
ITEM-00000308,ORD-0000106,PROD-00182,1,18.17,True
ITEM-00000309,ORD-0000106,PROD-00111,1,8.64,False
ITEM-00000310,ORD-0000106,PROD-00171,1,17.77,False
ITEM-00000311,ORD-0000107,PROD-00083,2,93.18,False
ITEM-00000312,ORD-0000107,PROD-00052,2,25.29,False
ITEM-00000313,ORD-0000107,PROD-00170,1,19.54,False
ITEM-00000314,ORD-0000108,PROD-00148,1,13.14,False
ITEM-00000315,ORD-0000109,PROD-00095,1,25.17,False
ITEM-00000316,ORD-0000109,PROD-00069,5,42.66,False
ITEM-00000317,ORD-0000109,PROD-00174,1,42.05,False
ITEM-00000318,ORD-0000109,PROD-00009,2,23.84,False
ITEM-00000319,ORD-0000110,PROD-00049,3,42.12,False
ITEM-00000320,ORD-0000110,PROD-00158,1,46.14,False
ITEM-00000321,ORD-0000110,PROD-00053,1,20.62,False
ITEM-00000322,ORD-0000110,PROD-00055,4,68.15,False
ITEM-00000323,ORD-0000111,PROD-00042,5,37.34,False
ITEM-00000324,ORD-0000111,PROD-00150,1,40.77,False
ITEM-00000325,ORD-0000111,PROD-00109,3,39.66,False
ITEM-00000326,ORD-0000111,PROD-00167,1,58.88,False
ITEM-00000327,ORD-0000111,PROD-00170,1,19.54,False
ITEM-00000328,ORD-0000112,PROD-00097,3,40.74,False
ITEM-00000329,ORD-0000112,PROD-00067,1,31.49,True
ITEM-00000330,ORD-0000112,PROD-00119,1,73.7,False
ITEM-00000331,ORD-0000112,PROD-00143,2,10.75,True
ITEM-00000332,ORD-0000113,PROD-00064,2,14.33,False
ITEM-00000333,ORD-0000113,PROD-00147,3,13.93,False
ITEM-00000334,ORD-0000113,PROD-00149,2,47.72,False
ITEM-00000335,ORD-0000114,PROD-00031,1,21.73,False
ITEM-00000336,ORD-0000114,PROD-00003,3,52.11,False
ITEM-00000337,ORD-0000114,PROD-00037,2,38.33,False
ITEM-00000338,ORD-0000114,PROD-00134,1,46.13,False
ITEM-00000339,ORD-0000115,PROD-00064,1,14.33,False
ITEM-00000340,ORD-0000116,PROD-00195,2,37.38,False
ITEM-00000341,ORD-0000116,PROD-00105,3,29.58,False
ITEM-00000342,ORD-0000116,PROD-00087,3,62.85,True
ITEM-00000343,ORD-0000116,PROD-00145,1,39.72,False
ITEM-00000344,ORD-0000116,PROD-00031,1,21.73,False
ITEM-00000345,ORD-0000117,PROD-00087,1,62.85,False
ITEM-00000346,ORD-0000118,PROD-00057,2,18.4,False
ITEM-00000347,ORD-0000118,PROD-00004,1,96.17,False
ITEM-00000348,ORD-0000118,PROD-00188,1,31.47,True
ITEM-00000349,ORD-0000118,PROD-00172,1,18.71,False
ITEM-00000350,ORD-0000119,PROD-00152,3,42.2,False
ITEM-00000351,ORD-0000119,PROD-00037,2,38.33,False
ITEM-00000352,ORD-0000119,PROD-00179,1,27.52,False
ITEM-00000353,ORD-0000119,PROD-00177,3,33.42,False
ITEM-00000354,ORD-0000120,PROD-00155,1,40.66,False
ITEM-00000355,ORD-0000121,PROD-00090,1,47.43,False
ITEM-00000356,ORD-0000121,PROD-00181,4,51.31,False
ITEM-00000357,ORD-0000121,PROD-00072,3,97.19,False
ITEM-00000358,ORD-0000122,PROD-00112,2,32.51,False
ITEM-00000359,ORD-0000122,PROD-00121,3,57.61,False
ITEM-00000360,ORD-0000122,PROD-00054,1,50.81,False
ITEM-00000361,ORD-0000122,PROD-00142,1,82.68,False
ITEM-00000362,ORD-0000123,PROD-00154,1,38.96,False
ITEM-00000363,ORD-0000123,PROD-00119,2,73.7,False
ITEM-00000364,ORD-0000123,PROD-00160,2,52.44,False
ITEM-00000365,ORD-0000124,PROD-00059,1,41.76,False
ITEM-00000366,ORD-0000124,PROD-00126,2,153.44,True
ITEM-00000367,ORD-0000124,PROD-00194,2,13.85,True
ITEM-00000368,ORD-0000125,PROD-00104,3,18.89,True
ITEM-00000369,ORD-0000125,PROD-00196,4,43.37,True
ITEM-00000370,ORD-0000125,PROD-00083,1,93.18,False
ITEM-00000371,ORD-0000125,PROD-00175,3,40.19,False
ITEM-00000372,ORD-0000126,PROD-00039,3,13.07,False
ITEM-00000373,ORD-0000126,PROD-00148,3,13.14,False
ITEM-00000374,ORD-0000127,PROD-00009,1,23.84,True
ITEM-00000375,ORD-0000127,PROD-00091,3,35.44,False
ITEM-00000376,ORD-0000127,PROD-00185,1,28.32,False
ITEM-00000377,ORD-0000127,PROD-00161,1,16.74,False
ITEM-00000378,ORD-0000128,PROD-00187,1,46.12,False
ITEM-00000379,ORD-0000128,PROD-00170,1,19.54,False
ITEM-00000380,ORD-0000128,PROD-00056,2,63.55,False
ITEM-00000381,ORD-0000129,PROD-00020,3,12.32,False
ITEM-00000382,ORD-0000129,PROD-00049,1,42.12,False
ITEM-00000383,ORD-0000129,PROD-00089,2,22.85,False
ITEM-00000384,ORD-0000130,PROD-00028,2,43.08,False
ITEM-00000385,ORD-0000131,PROD-00044,1,26.82,False
ITEM-00000386,ORD-0000131,PROD-00007,3,100.03,False
ITEM-00000387,ORD-0000131,PROD-00114,2,185.73,False
ITEM-00000388,ORD-0000131,PROD-00053,1,20.62,False
ITEM-00000389,ORD-0000132,PROD-00107,4,124.01,False
ITEM-00000390,ORD-0000132,PROD-00079,1,35.31,True
ITEM-00000391,ORD-0000132,PROD-00116,1,40.9,False
ITEM-00000392,ORD-0000133,PROD-00046,2,20.01,True
ITEM-00000393,ORD-0000133,PROD-00104,3,18.89,False
ITEM-00000394,ORD-0000133,PROD-00060,2,65.55,False
ITEM-00000395,ORD-0000133,PROD-00122,1,17.52,False
ITEM-00000396,ORD-0000133,PROD-00164,2,18.64,False
ITEM-00000397,ORD-0000134,PROD-00189,1,18.31,False
ITEM-00000398,ORD-0000134,PROD-00027,1,14.8,False
ITEM-00000399,ORD-0000134,PROD-00104,4,18.89,False
ITEM-00000400,ORD-0000134,PROD-00096,2,11.89,False
ITEM-00000401,ORD-0000134,PROD-00111,3,8.64,False
ITEM-00000402,ORD-0000135,PROD-00073,1,32.3,False
ITEM-00000403,ORD-0000135,PROD-00103,1,26.05,True
ITEM-00000404,ORD-0000135,PROD-00184,1,46.42,False
ITEM-00000405,ORD-0000136,PROD-00140,1,13.99,False
ITEM-00000406,ORD-0000137,PROD-00052,1,25.29,True
ITEM-00000407,ORD-0000137,PROD-00021,1,92.38,False
ITEM-00000408,ORD-0000137,PROD-00068,1,66.85,False
ITEM-00000409,ORD-0000137,PROD-00145,2,39.72,False
ITEM-00000410,ORD-0000138,PROD-00079,1,35.31,False
ITEM-00000411,ORD-0000139,PROD-00199,3,34.49,False
ITEM-00000412,ORD-0000140,PROD-00071,1,42.65,True
ITEM-00000413,ORD-0000140,PROD-00146,1,57.24,False
ITEM-00000414,ORD-0000141,PROD-00048,2,69.41,False
ITEM-00000415,ORD-0000141,PROD-00186,3,54.59,False
ITEM-00000416,ORD-0000141,PROD-00123,1,88.41,False
ITEM-00000417,ORD-0000141,PROD-00051,2,41.55,False
ITEM-00000418,ORD-0000141,PROD-00144,1,37.68,False
ITEM-00000419,ORD-0000142,PROD-00027,3,14.8,False
ITEM-00000420,ORD-0000142,PROD-00143,1,10.75,False
ITEM-00000421,ORD-0000142,PROD-00020,2,12.32,True
ITEM-00000422,ORD-0000142,PROD-00094,1,26.33,False
ITEM-00000423,ORD-0000142,PROD-00089,1,22.85,False
ITEM-00000424,ORD-0000143,PROD-00063,1,15.27,False
ITEM-00000425,ORD-0000143,PROD-00129,1,35.51,False
ITEM-00000426,ORD-0000144,PROD-00004,1,96.17,False
ITEM-00000427,ORD-0000144,PROD-00040,1,38.01,False
ITEM-00000428,ORD-0000144,PROD-00131,2,11.18,False
ITEM-00000429,ORD-0000144,PROD-00127,2,16.55,True
ITEM-00000430,ORD-0000145,PROD-00064,2,14.33,False
ITEM-00000431,ORD-0000146,PROD-00020,1,12.32,False
ITEM-00000432,ORD-0000146,PROD-00045,1,11.76,False
ITEM-00000433,ORD-0000146,PROD-00136,1,98.0,False
ITEM-00000434,ORD-0000146,PROD-00131,1,11.18,False
ITEM-00000435,ORD-0000146,PROD-00172,1,18.71,False
